restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g190454-d5922045,Oberlaa ,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Josefstadter Strasse 31, Vienna 1080 Wien Austria",48.20944,16.34937,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#11 of 156 Dessert Spots in Vienna,#125 of 4650 places to eat in Vienna,"Mid-range, Dessert, Austrian, Cafe",€€-€€€,,"Breakfast, Lunch, Brunch","Austrian, Cafe, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""09:00-20:00""], ""Tue"": [""09:00-20:00""], ""Wed"": [""09:00-20:00""], ""Thu"": [""09:00-20:00""], ""Fri"": [""09:00-20:00""], ""Sat"": [""09:00-20:00""], ""Sun"": [""09:00-20:00""]}",7.0,77.0,7.0,4.5,326.0,English,109.0,58.0,40.0,5.0,3.0,3.0,4.5,4.5,4.0,4.0,"pastry, macaroons, cake, apple strudel, coffee break"
g190454-d5948917,Pizzeria Bernado,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Gudrunstrasse 136, Vienna 1100 Austria",48.17844,16.37294,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#573 of 3747 Restaurants in Vienna,#646 of 4650 places to eat in Vienna,"Cheap Eats, Italian, Pizza, Mediterranean",€,,"Dinner, Lunch","Italian, Pizza, Mediterranean, European",Vegetarian Friendly,,Y,N,N,,,,,4.5,53.0,English,8.0,7.0,1.0,0.0,0.0,0.0,4.5,4.5,5.0,,
g190454-d5951600,FA-Eis,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wiedner Hauptstrasse 81, Vienna 1050 Austria",48.18768,16.36463,Unclaimed,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,
g190454-d5953311,The Guesthouse Brasserie & Bakery,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Fuehrichgasse 10 1010 Vienna, Vienna 1010 Austria",48.20504,16.369,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#90 of 3747 Restaurants in Vienna,#103 of 4650 places to eat in Vienna,"Mid-range, Austrian, Cafe, European",€€-€€€,,"Lunch, Breakfast, Dinner, Brunch","Austrian, Cafe, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""06:30-23:00""], ""Tue"": [""06:30-23:00""], ""Wed"": [""06:30-23:00""], ""Thu"": [""06:30-23:00""], ""Fri"": [""06:30-23:00""], ""Sat"": [""06:30-23:00""], ""Sun"": [""06:30-23:00""]}",7.0,115.5,7.0,4.5,393.0,English,198.0,125.0,47.0,17.0,4.0,5.0,4.5,4.5,4.0,4.0,"brunch, eggs benedict, bread, french toast, ribeye"
g190454-d5954036,Igiban Sushi Bar,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Stumpergasse 62, Vienna 1060 Austria",48.19588,16.34245,Unclaimed,,#2005 of 3747 Restaurants in Vienna,#2254 of 4650 places to eat in Vienna,"Mid-range, Japanese, Sushi, Asian",€€-€€€,,Dinner,"Japanese, Sushi, Asian",,,N,N,N,,,,,4.0,13.0,English,3.0,1.0,0.0,0.0,2.0,0.0,,,,,
g190454-d5959300,Konditorei Lara,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wilhelminenstrasse 18, Vienna 1160 Austria",48.21632,16.31925,Claimed,,#68 of 72 Bakeries in Vienna,#3742 of 4650 places to eat in Vienna,"Bakeries, Cafe, European, Middle Eastern",,,Drinks,"Cafe, European, Middle Eastern",,,N,N,N,"{""Mon"": [""06:00-23:00""], ""Tue"": [""06:00-23:00""], ""Wed"": [""06:00-23:00""], ""Thu"": [""06:00-23:00""], ""Fri"": [""06:00-23:00""], ""Sat"": [""06:00-23:00""], ""Sun"": [""06:00-23:00""]}",7.0,119.0,7.0,3.5,3.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g190454-d5959306,Lale Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Brunnengasse 51, Vienna 1160 Austria",48.21234,16.375519,Unclaimed,,#1444 of 3747 Restaurants in Vienna,#1619 of 4650 places to eat in Vienna,"Mid-range, Turkish, Vegetarian Friendly",€€-€€€,,"Lunch, Breakfast, Dinner",Turkish,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""08:00-00:00""]}",7.0,112.0,7.0,4.0,25.0,English,14.0,7.0,4.0,2.0,1.0,0.0,4.0,3.5,3.5,,
g190454-d5959314,Hotel/Restaurant Valley Rose,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Erzherzog-Karl-Strasse 98a, Vienna 1220 Austria",48.23164,16.44815,Unclaimed,,#2041 of 3747 Restaurants in Vienna,#2297 of 4650 places to eat in Vienna,"Cheap Eats, Austrian, European, Vegetarian Friendly",€,,"Dinner, Lunch","Austrian, European",Vegetarian Friendly,,Y,N,N,,,,,4.0,16.0,English,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.5,4.5,,
g190454-d5959322,Duru Kebap,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Thaliastrasse 23 Duru Restaurant, Vienna 1160 Austria",48.20906,16.33439,Claimed,,#2864 of 3747 Restaurants in Vienna,#3213 of 4650 places to eat in Vienna,"Cheap Eats, Turkish, Middle Eastern",€,,"Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks","Turkish, Middle Eastern",,"Seating, Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Street Parking, Television, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards",N,N,N,"{""Mon"": [""07:00-02:00""], ""Tue"": [""07:00-02:00""], ""Wed"": [""07:00-02:00""], ""Thu"": [""07:00-02:00""], ""Fri"": [""07:00-02:00""], ""Sat"": [""07:00-02:00""], ""Sun"": [""07:00-02:00""]}",7.0,133.0,7.0,4.0,12.0,English,6.0,1.0,2.0,1.0,0.0,2.0,,,,,
g190454-d5959330,McDonald's Liesinger Platz,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Liesinger Platz 1, Vienna 1230 Austria",48.13538,16.2833,Unclaimed,,#2954 of 3747 Restaurants in Vienna,#3316 of 4650 places to eat in Vienna,Mid-range,€€-€€€,,"Breakfast, Lunch, Dinner",,,,N,N,N,"{""Mon"": [""06:30-00:00""], ""Tue"": [""06:30-00:00""], ""Wed"": [""06:30-00:00""], ""Thu"": [""06:30-00:00""], ""Fri"": [""06:30-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""08:00-00:00""]}",7.0,119.5,7.0,3.5,4.0,All languages,4.0,1.0,0.0,3.0,0.0,0.0,,,,,
g190454-d5959332,Restaurant Scala im Vienna Sporthotel,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Baumgasse 83, Vienna 1030 Austria",48.191338,16.408413,Unclaimed,,#1537 of 3747 Restaurants in Vienna,#1724 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Central European",€€-€€€,,"Lunch, Breakfast, Dinner","Austrian, European, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""06:30-01:00""], ""Tue"": [""06:30-01:00""], ""Wed"": [""06:30-01:00""], ""Thu"": [""06:30-01:00""], ""Fri"": [""06:30-01:00""], ""Sat"": [""06:30-01:00""], ""Sun"": [""06:30-01:00""]}",7.0,129.5,7.0,4.0,33.0,English,7.0,6.0,0.0,0.0,0.0,1.0,4.5,4.5,4.5,,
g190454-d5959348,Donna Diana,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Johnstrasse 34-36, Vienna 1150 Austria",48.19575,16.31841,Unclaimed,,#1902 of 3747 Restaurants in Vienna,#2139 of 4650 places to eat in Vienna,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch","Italian, Pizza",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-00:00""]}",7.0,91.0,7.0,4.0,21.0,English,10.0,7.0,3.0,0.0,0.0,0.0,3.5,4.0,4.0,,
g190454-d5959349,Eissalon Fronza Eis Cafe Lounge Bar,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Grinzinger Strasse 145 & Hüteldorfer Straße 157, Vienna 1190 Austria",48.25492,16.36586,Unclaimed,,#1612 of 3747 Restaurants in Vienna,#1812 of 4650 places to eat in Vienna,Mid-range,€€-€€€,,,,,"Wheelchair Accessible, Takeout, Table Service",N,N,N,,,,,4.0,21.0,English,2.0,0.0,2.0,0.0,0.0,0.0,4.5,4.5,4.5,,
g190454-d5959359,Restaurant Athene,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Grinzinger Strasse 71-73 1190 Vienna, Vienna 1190 Austria",48.254208,16.353611,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#711 of 3747 Restaurants in Vienna,#804 of 4650 places to eat in Vienna,"Mid-range, Seafood, Mediterranean, European",€€-€€€,,"Lunch, Dinner, Drinks","Seafood, Greek, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""12:00-19:00""], ""Tue"": [""12:00-19:00""], ""Wed"": [""12:00-19:00""], ""Thu"": [""12:00-19:00""], ""Fri"": [""12:00-19:00""], ""Sat"": [""12:00-19:00""], ""Sun"": [""12:00-19:00""]}",7.0,49.0,7.0,4.5,99.0,English,22.0,13.0,7.0,1.0,0.0,1.0,4.5,4.5,4.5,4.5,
g190454-d5959361,Zet Lounge Cafe Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Hirschstettner Strasse 19, Vienna 1220 Austria",48.24591,16.45367,Unclaimed,,#3521 of 3747 Restaurants in Vienna,#3943 of 4650 places to eat in Vienna,Mid-range,€€-€€€,,"Breakfast, Lunch, Dinner",,,,N,N,N,"{""Mon"": [""09:00-20:00""], ""Tue"": [""09:00-20:00""], ""Wed"": [""09:00-20:00""], ""Thu"": [""09:00-20:00""], ""Fri"": [""09:00-20:00""], ""Sat"": [], ""Sun"": []}",5.0,55.0,5.0,3.0,6.0,All languages,6.0,1.0,2.0,1.0,1.0,1.0,,,,,
g190454-d5959383,Red Hot Chilli Pepper,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Alserbachstrasse 31, Vienna 1090 Austria",48.22535,16.36005,Unclaimed,,#3527 of 3747 Restaurants in Vienna,#3950 of 4650 places to eat in Vienna,"Cheap Eats, Asian",€,,"Lunch, Dinner",Asian,,,N,N,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [], ""Sun"": [""11:00-22:00""]}",6.0,66.0,6.0,3.0,11.0,English,3.0,0.0,0.0,1.0,1.0,1.0,2.5,3.0,3.0,,
g190454-d5959398,Cafe Gitarre,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Kolschitzkygasse 6, Vienna 1040 Austria",48.18797,16.37231,Unclaimed,,#1526 of 3747 Restaurants in Vienna,#1710 of 4650 places to eat in Vienna,"Cheap Eats, Bar, Pub",€,,"Lunch, Dinner","Bar, Pub",,Seating,N,N,N,"{""Mon"": [""12:00-02:00""], ""Tue"": [""12:00-02:00""], ""Wed"": [""12:00-02:00""], ""Thu"": [""12:00-02:00""], ""Fri"": [""12:00-02:00""], ""Sat"": [""12:00-02:00""], ""Sun"": [""12:00-02:00""]}",7.0,98.0,7.0,4.5,16.0,English,9.0,6.0,3.0,0.0,0.0,0.0,,,,,
g190454-d5959400,Pizza Plus,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Anton-Baumgartner-Strasse 44, Vienna 1230 Austria",48.15105,16.31468,Unclaimed,,#2975 of 3747 Restaurants in Vienna,#3339 of 4650 places to eat in Vienna,"Cheap Eats, Italian, Pizza",€,,"Lunch, Dinner","Italian, Pizza",,"Reservations, Wheelchair Accessible, Table Service",N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-22:00""]}",7.0,83.0,7.0,3.5,12.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.5,3.5,,
g190454-d5959404,China-Restaurant Stammhaus,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Breitenfurter Strasse 472, Vienna 1230 Austria",48.138016,16.257751,Unclaimed,,#1387 of 3747 Restaurants in Vienna,#1553 of 4650 places to eat in Vienna,"Mid-range, Chinese, Sushi, Asian",€€-€€€,,"Lunch, Dinner","Chinese, Sushi, Asian","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.0,44.0,English,5.0,3.0,2.0,0.0,0.0,0.0,4.0,3.5,4.0,,
g190454-d5959414,Pizza Perryda,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Maria-Rekker-Gasse 1, Vienna 1100 Austria",48.16522,16.38368,Unclaimed,,#3564 of 3747 Restaurants in Vienna,#3989 of 4650 places to eat in Vienna,"Italian, Indian, Pizza, Fast food",,,"Lunch, Dinner","Italian, Indian, Pizza, Fast food",,,N,N,N,"{""Mon"": [""11:00-14:00"", ""16:00-22:15""], ""Tue"": [""11:00-14:00"", ""16:00-22:15""], ""Wed"": [""11:00-14:00"", ""16:00-22:15""], ""Thu"": [""11:00-14:00"", ""16:00-22:15""], ""Fri"": [""11:00-03:00""], ""Sat"": [""16:00-03:00""], ""Sun"": [""11:00-22:15""]}",7.0,75.25,11.0,2.5,2.0,All languages,2.0,0.0,1.0,0.0,0.0,1.0,,,,,
g190454-d5959418,Tsutenkaku Sushi-Haus,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Kollergerngasse 4, Vienna 1060 Austria",48.19821,16.351524,Unclaimed,,#644 of 3747 Restaurants in Vienna,#725 of 4650 places to eat in Vienna,"Mid-range, Japanese, Seafood, Sushi",€€-€€€,,Dinner,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [], ""Tue"": [""17:30-22:30""], ""Wed"": [""17:30-22:30""], ""Thu"": [""17:30-22:30""], ""Fri"": [""17:30-22:30""], ""Sat"": [""17:30-22:30""], ""Sun"": []}",5.0,25.0,5.0,5.0,28.0,English,12.0,12.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,,
g190454-d5959419,Cafe Wilder Mann,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Waehringer Strasse 85, Vienna 1180 Austria",48.22547,16.34642,Unclaimed,,#1575 of 3747 Restaurants in Vienna,#1767 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch","Austrian, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.0,25.0,English,13.0,8.0,3.0,1.0,1.0,0.0,4.5,4.5,4.5,,
g190454-d5959426,Koko-Pizzeria Restaurant & Abholung,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Praterstrasse 68, Vienna 1020 Austria",48.21674,16.38885,Unclaimed,,#1845 of 3747 Restaurants in Vienna,#2076 of 4650 places to eat in Vienna,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Pizza, Italian",Vegetarian Friendly,,Y,N,N,,,,,3.5,32.0,English,9.0,2.0,5.0,2.0,0.0,0.0,4.0,4.0,4.0,,
g190454-d5959428,Pepi's Heurigenschenke,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Ottakringer Strasse 177, Vienna 1160 Austria",48.213406,16.312689,Unclaimed,,#1782 of 3747 Restaurants in Vienna,#2011 of 4650 places to eat in Vienna,"Cheap Eats, Austrian, European, Vegetarian Friendly",€,,"Dinner, Lunch","Austrian, European",Vegetarian Friendly,,Y,N,N,,,,,4.0,27.0,English,2.0,1.0,1.0,0.0,0.0,0.0,4.0,3.5,4.0,,
g190454-d5959448,Meinl's Weinbar,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Am Graben 19, Vienna 1010 Austria",48.20941,16.36831,Unclaimed,,#1382 of 3747 Restaurants in Vienna,#1548 of 4650 places to eat in Vienna,"Mid-range, European, Wine Bar",€€-€€€,,Lunch,"Wine Bar, European",,"Serves Alcohol, Seating, Table Service",N,N,N,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": []}",6.0,78.0,6.0,4.0,35.0,English,14.0,5.0,7.0,1.0,1.0,0.0,3.5,3.5,3.5,,
g190454-d5959456,Fuhrmannhaus-Weinschenke,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Linzer Strasse 404, Vienna 1140 Austria",48.20191,16.26055,Unclaimed,,#2455 of 3747 Restaurants in Vienna,#2763 of 4650 places to eat in Vienna,,,,"Lunch, Dinner",,,Reservations,N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""14:00-22:00""], ""Thu"": [""14:00-22:00""], ""Fri"": [""14:00-22:00""], ""Sat"": [""14:00-22:00""], ""Sun"": [""14:00-22:00""]}",5.0,40.0,5.0,4.0,8.0,English,2.0,0.0,1.0,0.0,0.0,1.0,,,,,
g190454-d5959460,China-Restaurant Yu,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Etrichstrasse 40/13A, Vienna 1110 Austria",48.15674,16.46851,Unclaimed,,#3219 of 3747 Restaurants in Vienna,#3609 of 4650 places to eat in Vienna,Chinese,,,"Lunch, Dinner",Chinese,,,N,N,N,"{""Mon"": [""11:00-15:00"", ""17:30-23:00""], ""Tue"": [""11:00-15:00"", ""17:30-23:00""], ""Wed"": [""11:00-15:00"", ""17:30-23:00""], ""Thu"": [""11:00-15:00"", ""17:30-23:00""], ""Fri"": [""11:00-15:00"", ""17:30-23:00""], ""Sat"": [""11:00-15:00"", ""17:30-23:00""], ""Sun"": [""11:00-15:00"", ""17:30-23:00""]}",7.0,66.5,14.0,5.0,1.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
